Catalog Number	Species	Collector	Collection Date	Location
427973	1357536 Cicuta bulbifera 		 Apiaceae	Eileen W. Erlanson	5330: 08/29/1927
427975	1357490 Cicuta bulbifera 		 Apiaceae	Carl D. LaRue	s.n.: 08/30/1915
427978	1357491 Cicuta bulbifera 		 Apiaceae	Nathan H. Winchell	s.n.: 00/00/1862
428011	1357551 Cicuta maculata 		 Apiaceae	Peter W. Fritsch	396: 06/14/1987
428081	1357600 Cicuta maculata 		 Apiaceae	Eileen W. Erlanson	5308: 08/10/1927
428082	1357610 Cicuta maculata 		 Apiaceae	F.G. Gustafson & M. Best	s.n.: 08/20/1924
428084	1357602 Cicuta maculata 		 Apiaceae	Carl D. LaRue	s.n.: 09/09/1915
428086	1357617 Cicuta maculata 		 Apiaceae	Rogers McVaugh	8916: 10/01/1947
428087	 Cicuta maculata 		 Apiaceae	C. Marvin Rogers	3863: 08/07/1946
428088	1357561 Cicuta maculata 		 Apiaceae	George B. Sudworth	211: 07/06/1884
428103	1358416 Viola sororia 		 Violaceae	Fred R. Clark	s.n.: 05/15/1920
428117	1358418 Carya glabra 		 sens. lat Juglandaceae	Carl O. Grassl	4827: 06/08/1932
428118	1357623 Conioselinum chinense 		 Apiaceae	Not evident	s.n.: 09/09/1879
428120	 Conioselinum chinense 		 Apiaceae	Stewart H. Burnham	s.n.: 09/29/1898
428121	1357619 Conioselinum chinense 		 Apiaceae	Carl O. Erlanson	877: 10/30/1924
428122	1358419 Carya ovata 		 Juglandaceae	Carl O. Grassl	4827: 06/08/1932
428123	1357622 Conioselinum chinense 		 Apiaceae	Frederick J. Hermann	9280: 09/17/1937
428124	 Conioselinum chinense 		 Apiaceae	Frederick J. Hermann	9354: 09/24/1937
428125	1357620 Conioselinum chinense 		 Apiaceae	Carl D. LaRue	s.n.: 09/09/1915
428126	1357618 Conioselinum chinense 		 Apiaceae	A.J. Pieters	s.n.: 09/27/1893
428145	1358426 Ostrya virginiana 		 Betulaceae	Frederick J. Hermann	45: 05/04/1926
428324	1357685 Cryptotaenia canadensis 		 Apiaceae	E.C. Allmendinger	s.n.: 06/00/1870
428325	1357687 Cryptotaenia canadensis 		 Apiaceae	John H. Ehlers	1477: 05/31/1921
428331	1357689 Cryptotaenia canadensis 		 Apiaceae	F.G. Gustafson	s.n.: 07/22/1922
428335	1357698 Cryptotaenia canadensis 		 Apiaceae	Frederick J. Hermann	6556: 06/10/1935
428336	1357688 Cryptotaenia canadensis 		 Apiaceae	Carl D. LaRue	s.n.: 07/12/1915
428338	1357669 Cryptotaenia canadensis 		 Apiaceae	A.B. Lyons, M.D.	s.n.: 00/00/00
428339	1357720 Cryptotaenia canadensis 		 Apiaceae	George B. Sudworth	108a: 06/22/1884
428343	 Cryptotaenia canadensis 		 Apiaceae	C. Marvin Rogers	3836: 07/21/1946
428552	1357771 Daucus carota 		 Apiaceae	Paul J. Podolski	s.n.: 07/23/1917
428653	1464585 Drosera intermedia 		 Droseraceae	Elizabeth C. Almendinger	s.n.: 08/05/1861
428654	1464589 Drosera intermedia 		 Droseraceae	A.B. Lyons, M.D.	s.n.: 00/00/1867
428655	1464587 Drosera intermedia 		 Droseraceae	John Wright	s.n.: 06/23/1838
428813	1470558 Rubus hispidus 		 Rosaceae	Peter W. Fritsch	231: 06/26/1986
428926	1470608 Rubus occidentalis 		 Rosaceae	Peter W. Fritsch	227: 06/26/1986
428947	1474950 Rubus occidentalis 		 Rosaceae	Elizabeth C. Almendinger	s.n.: 06/02/1860
428952	1289585 Rubus occidentalis 		 Rosaceae	S.H. Emerson & Eileen W. Erlanson	s.n.: 04/00/1925
428953	1005275 Rubus occidentalis 		 Rosaceae	Carl O. Erlanson & Eileen W. Erlanson	2304: 07/31/1926
428955	1470610 Rubus occidentalis 		 Rosaceae	Carl D. LaRue	s.n.: 05/30/1914
429285	1491655 Drosera linearis 		 Droseraceae	Mary H. Clark	s.n.: 08/07/1862
429457	1479293 Rubus strigosus 		 Rosaceae	Elizabeth C. Almendinger	s.n.: 06/02/1860
429458	1470940 Rubus strigosus 		 Rosaceae	Elizabeth C. Almendinger	s.n.: 06/05/1860
429459	1470961 Rubus strigosus 		 Rosaceae	Eileen W. Erlanson	904: 05/27/1925
429681	1464619 Drosera rotundifolia 		 Droseraceae	Elizabeth C. Almendinger	s.n.: 08/05/1861
429683	1464669 Drosera rotundifolia 		 Droseraceae	Hattie M. Bailey	s.n.: 06/10/1894
429685	1491659 Drosera rotundifolia 		 Droseraceae	Lewis E. Foote	s.n.: 08/09/1862
429687	1464661 Drosera rotundifolia 		 Droseraceae	Carl D. LaRue	s.n.: 08/07/1915
429691	1464620 Drosera rotundifolia 		 Droseraceae	Effie A. Southworth	s.n.: 06/12/1884
429740	1357821 Viola canadensis 		 Violaceae	Mary H. Clark	s.n.: 05/10/1860
429752	1357823 Quercus ellipsoidalis 		 Fagaceae	Mrs. Fischer	s.n.: 00/00/1861
429787	1357831 Liatris scariosa 		 Asteraceae	Carl D. LaRue	s.n.: 08/14/1915
430000	1471088 Spiraea alba 		 Rosaceae	Peter W. Fritsch	14: 07/20/1985
430146	1289391 Erigenia bulbosa 		 Apiaceae	Not evident	s.n.: 00/00/1860
430147	1357840 Erigenia bulbosa 		 Apiaceae	Elizabeth C. Almendinger	s.n.: 04/17/1860
430148	1357844 Erigenia bulbosa 		 Apiaceae	E.C. Allmendinger	s.n.: 05/10/1871
430149	1357858 Erigenia bulbosa 		 Apiaceae	Carl O. Erlanson	34: 05/15/1924
430151	1357859 Erigenia bulbosa 		 Apiaceae	Carl O. Grassl	5251: 05/02/1933
430152	1357861 Erigenia bulbosa 		 Apiaceae	Frederick J. Hermann	8522: 05/16/1937
430154	1357860 Erigenia bulbosa 		 Apiaceae	A.B. Lyons, M.D.	s.n.: 00/00/1868
430160	 Erigenia bulbosa 		 Apiaceae	C. Marvin Rogers	3638: 05/21/1946
430163	1357887 Eryngium planum 		 Apiaceae	Beulah Wells	s.n.: 08/11/1917
430255	 Heracleum maximum 		 Apiaceae	Stewart H. Burnham	s.n.: 06/09/1899
430257	1357892 Heracleum maximum 		 Apiaceae	Frederick J. Hermann	6831: 06/30/1935
430258	 Heracleum maximum 		 Apiaceae	C. Marvin Rogers	3832: 07/21/1946
430259	1357895 Heracleum maximum 		 Apiaceae	George B. Sudworth	105: 06/22/1894
430300	1472887 Hydrocotyle americana 		 Araliaceae	Elizabeth C. Almendinger	s.n.: 07/24/1861
430301	1491660 Hydrocotyle americana 		 Araliaceae	Lewis E. Foote	s.n.: 07/08/1862
430303	1472895 Hydrocotyle americana 		 Araliaceae	A.B. Lyons, M.D.	s.n.: 00/00/1867
430315	1358431 Oenothera biennis 		 Onagraceae	Peter W. Fritsch	26: 07/28/1985
430350	1289392 Viola pubescens 		 Violaceae	A.J. Pieters	s.n.: 05/28/1892
430353	1289393 Viola sororia 		 Violaceae	A.J. Pieters	s.n.: 05/28/1892
430572	1464788 Hylotelephium telephium 		 Crassulaceae	Elizabeth C. Almendinger	s.n.: 08/18/1868
430584	 Sedum ternatum 		 Crassulaceae	Melinda C. Denton	1035: 06/08/1966
430585	 Sedum ternatum 		 Crassulaceae	John H. Ehlers	s.n.: 06/05/1929
430586	1464803 Sedum ternatum 		 Crassulaceae	Eileen W. Erlanson	147: 05/20/1924
430587	 Sedum ternatum 		 Crassulaceae	Oliver A. Farwell	8207: 06/14/1928
430588	1464806 Sedum ternatum 		 Crassulaceae	F.G. Gustafson & M. Best	s.n.: 08/20/1924
430589	 Sedum ternatum 		 Crassulaceae	Frederick J. Hermann	6552: 06/10/1935
430590	 Sedum ternatum 		 Crassulaceae	Frederick J. Hermann	7425: 05/27/1936
430591	1464802 Sedum ternatum 		 Crassulaceae	G.J. Linker and C.L. Lake	36: 07/11/1928
430680	 Penthorum sedoides 		 Penthoraceae	Frederick J. Hermann	8358: 08/16/1936
430682	1464832 Penthorum sedoides 		 Penthoraceae	Carl D. LaRue	s.n.: 08/07/1915
430683	1464846 Penthorum sedoides 		 Penthoraceae	A.B. Lyons, M.D.	s.n.: 00/00/1867
430690	 Penthorum sedoides 		 Penthoraceae	C. Marvin Rogers	7988: 10/11/1951
430855	1471240 Spiraea alba 		 Rosaceae	Elizabeth C. Almendinger	s.n.: 07/25/1872
430861	1471263 Spiraea alba 		 Rosaceae	Carl O. Erlanson & Eileen W. Erlanson	2319: 07/31/1926
430863	1471234 Spiraea alba 		 Rosaceae	F.G. Gustafson	s.n.: 08/22/1921
430870	1471242 Spiraea alba 		 Rosaceae	Carl D. LaRue	s.n.: 08/00/1915
430871	 Spiraea alba 		 Rosaceae	C. Marvin Rogers	3854: 08/07/1946
430872	1471228 Spiraea alba 		 Rosaceae	George B. Sudworth	s.n.: 07/09/1884
431065	1481022 Geum fragarioides 		 Rosaceae	Mary H. Clark	s.n.: 05/24/1859
431066	1481023 Geum fragarioides 		 Rosaceae	Lewis E. Foote	s.n.: 05/16/1863
431198	1473667 Cornus alternifolia 		 Cornaceae	Carl O. Grassl	3860: 05/30/1932
431200	1473630 Cornus alternifolia 		 Cornaceae	Carl D. LaRue	s.n.: 09/14/1915
437133	1476097 Carex hystericina 		 Cyperaceae	Peter A. Hyypio	1391: 07/25/1961
437134	1476098 Carex leptalea 		 Cyperaceae	Peter A. Hyypio	1281: 06/22/1961
437135	1476099 Carex pensylvanica 		 Cyperaceae	Peter A. Hyypio	1202: 05/08/1961
437136	1476100 Carex vulpinoidea 		 Cyperaceae	Peter A. Hyypio	1356: 07/18/1961
437137	1476101 Carex vulpinoidea 		 Cyperaceae	Peter A. Hyypio	1390: 07/25/1961
437138	1476102 Campanula aparinoides 		 Campanulaceae	Peter A. Hyypio	1383: 07/25/1961
437139	1476103 Euphorbia corollata 		 Euphorbiaceae	Peter A. Hyypio	1377: 07/25/1961
437140	1476104 Quercus velutina 		 Fagaceae	Peter A. Hyypio	1310: 06/30/1961
437141	1476105 Erythronium americanum 		 Liliaceae	Peter A. Hyypio	1196: 05/02/1961
437142	1476106 Polygonatum biflorum 		 Convallariaceae	Peter A. Hyypio	1288: 06/22/1961
437143	1474866 Crataegus calpodendron 		 Rosaceae	Peter A. Hyypio	1442: 08/11/1961
437144	1005569 Rubus allegheniensis 		 Rosaceae	Peter A. Hyypio	1252: 06/06/1961
437145	1476107 Agrimonia gryposepala 		 Rosaceae	Peter A. Hyypio	1393: 07/28/1961
437146	1476108 Prunus serotina 		 Rosaceae	Peter A. Hyypio	1325: 06/30/1961
437147	1476109 Crataegus crus-galli 		 Rosaceae	Peter A. Hyypio	1333: 06/30/1961
437148	1476110 Rosa multiflora 		 Rosaceae	Peter A. Hyypio	1336: 06/30/1961
437149	1476111 Rubus occidentalis 		 Rosaceae	Peter A. Hyypio	1304: 06/30/1961
437150	1474868 Rubus occidentalis 		 Rosaceae	Peter A. Hyypio	1250: 06/06/1961
437151	1476112 Geum canadense 		 Rosaceae	Peter A. Hyypio	1322: 06/30/1961
437206	1476122 Stuckenia filiformis 		 Potamogetonaceae	Alfred E. Schuyler	2254: 08/25/1960
437207	1476123 Galium triflorum 		 Rubiaceae	Alfred E. Schuyler	2260: 08/25/1960
437208	1476124 Chelone glabra 		 Plantaginaceae	Alfred E. Schuyler	2206: 08/22/1960
437209	1476125 Viola striata 		 Violaceae	Alfred E. Schuyler	2075: 06/18/1960
437210	1476126 Pedicularis lanceolata 		 Orobanchaceae	Alfred E. Schuyler	2230: 08/24/1960
437212	1476128 Veronicastrum virginicum 		 Plantaginaceae	Alfred E. Schuyler	2161: 07/21/1960
437213	1476129 Veronica anagallis-aquatica 		 Plantaginaceae	Alfred E. Schuyler	2122: 07/11/1960
437214	1476130 Veronica anagallis-aquatica 		 Plantaginaceae	Alfred E. Schuyler	2163: 07/21/1960
437215	1476131 Veronica arvensis 		 Plantaginaceae	Alfred E. Schuyler	2027: 06/15/1960
437216	1476132 Zizia aurea 		 Apiaceae	Alfred E. Schuyler	2060: 06/17/1960
437217	1476133 Cephalanthus occidentalis 		 Rubiaceae	Alfred E. Schuyler	2197: 07/28/1960
437218	1476134 Galium concinnum 		 Rubiaceae	Alfred E. Schuyler	2119: 07/11/1960
437219	1476135 Anemone virginiana 		 Ranunculaceae	Alfred E. Schuyler	2198: 07/28/1960
437220	1005571 Aquilegia canadensis 		 Ranunculaceae	Alfred E. Schuyler	2086: 06/21/1960
437223	1005572 Clematis virginiana 		 Ranunculaceae	Alfred E. Schuyler	2193: 07/28/1960
437224	1476138 Ranunculus sceleratus 		 Ranunculaceae	Alfred E. Schuyler	2078: 06/18/1960
437225	1476139 Thalictrum dasycarpum 		 Ranunculaceae	Alfred E. Schuyler	2079: 06/18/1960
437226	1476140 Rhamnus alnifolia 		 Rhamnaceae	Alfred E. Schuyler	2152: 07/15/1960
437227	1476141 Oxypolis rigidior 		 Apiaceae	Alfred E. Schuyler	2220: 08/23/1960
437228	1005573 Pastinaca sativa 		 Apiaceae	Alfred E. Schuyler	2160: 07/21/1960
437230	1476142 Potamogeton foliosus 		 Potamogetonaceae	Alfred E. Schuyler	2287: 08/29/1960
437231	1476143 Solanum dulcamara 		 Solanaceae	Alfred E. Schuyler	2071: 06/18/1960
437232	1476144 Tilia americana 		 Malvaceae	Alfred E. Schuyler	2169: 07/21/1960
437233	1476145 Parnassia glauca 		 Parnassiaceae	Alfred E. Schuyler	2222: 08/23/1960
437234	1476146 Ribes hirtellum 		 Grossulariaceae	Alfred E. Schuyler	2174: 07/22/1960
437235	1476147 Lysimachia quadriflora 		 Myrsinaceae	Alfred E. Schuyler	2170: 07/22/1960
437236	1476148 Anemone cylindrica 		 Ranunculaceae	Alfred E. Schuyler	2199: 07/28/1960
437237	1476149 Penthorum sedoides 		 Penthoraceae	Alfred E. Schuyler	2291: 08/29/1960
437238	1476150 Elodea canadensis 		 Hydrocharitaceae	Alfred E. Schuyler	2286: 08/29/1960
437239	1476151 Juncus brachycephalus 		 Juncaceae	Alfred E. Schuyler	2205: 08/22/1960
437240	1476152 Juncus dudleyi 		 Juncaceae	Alfred E. Schuyler	2136: 07/12/1960
437241	1476153 Juncus canadensis 		 Juncaceae	Alfred E. Schuyler	2121: 07/11/1960
437242	1476154 Juncus tenuis 		 Juncaceae	Alfred E. Schuyler	2145: 07/12/1960
437243	1476155 Juncus nodosus 		 Juncaceae	Alfred E. Schuyler	2123: 07/11/1960
437244	1476156 Pilea pumila 		 Urticaceae	Alfred E. Schuyler	2258: 08/25/1960
437245	1476157 Valeriana uliginosa 		 Valerianaceae	Alfred E. Schuyler	2038: 06/15/1960
437246	1476158 Verbena urticifolia 		 Verbenaceae	Alfred E. Schuyler	2213: 08/22/1960
437247	1476159 Viola cucullata 		 Violaceae	Alfred E. Schuyler	2059: 06/17/1960
437248	1476160 Lycopus americanus 		 Lamiaceae	Alfred E. Schuyler	2210: 08/22/1960
437249	1476161 Lycopus uniflorus 		 Lamiaceae	Alfred E. Schuyler	2223: 08/23/1960
437250	1476162 Mentha canadensis 		 Lamiaceae	Alfred E. Schuyler	2173: 07/22/1960
437251	1476163 Mentha canadensis 		 Lamiaceae	Alfred E. Schuyler	2209: 08/22/1960
437253	1476165 Scutellaria lateriflora 		 Lamiaceae	Alfred E. Schuyler	2217: 08/23/1960
437255	1476167 Geum aleppicum 		 Rosaceae	Alfred E. Schuyler	2131: 07/11/1960
437256	1476168 Geum aleppicum 		 Rosaceae	Alfred E. Schuyler	2185: 07/28/1960
437257	1476169 Rubus pubescens 		 Rosaceae	Alfred E. Schuyler	2089: 06/21/1960
437259	1005574 Rosa palustris 		 Rosaceae	Alfred E. Schuyler	2155: 07/15/1960
437260	1476171 Persicaria maculosa 		 Polygonaceae	Alfred E. Schuyler	2138: 07/12/1960
437261	1476172 Persicaria maculosa 		 Polygonaceae	Alfred E. Schuyler	2149: 07/14/1960
437262	1476173 Persicaria punctata 		 Polygonaceae	Alfred E. Schuyler	2290: 08/29/1960
437263	1476174 Persicaria punctata 		 Polygonaceae	Alfred E. Schuyler	2240: 08/24/1960
437264	1476175 Dryopteris carthusiana 		 Dryopteridaceae	Alfred E. Schuyler	2084: 06/21/1960
437265	1005329 Abutilon theophrasti 		 Malvaceae	Alfred E. Schuyler	2225: 08/24/1960
437266	1476177 Malva neglecta 		 Malvaceae	Alfred E. Schuyler	2238: 08/24/1960
437267	1476178 Circaea canadensis 		 Onagraceae	Alfred E. Schuyler	2156: 07/15/1960
437268	1476179 Amphicarpaea bracteata 		 Fabaceae	Alfred E. Schuyler	2200: 08/22/1960
437269	1476180 Desmodium canadense 		 Fabaceae	Alfred E. Schuyler	2183: 07/28/1960
437270	1476181 Apios americana 		 Fabaceae	Alfred E. Schuyler	2201: 08/22/1960
437271	1476182 Lathyrus palustris 		 Fabaceae	Alfred E. Schuyler	2129: 07/11/1960
437272	1476183 Vicia villosa 		 Fabaceae	Alfred E. Schuyler	2025: 06/15/1960
437273	1476184 Trifolium repens 		 Fabaceae	Alfred E. Schuyler	2022: 06/15/1960
437274	1476185 Geum canadense 		 Rosaceae	Alfred E. Schuyler	2082: 06/15/1960
437275	1476186 Geum canadense 		 Rosaceae	Alfred E. Schuyler	2054: 06/17/1960
437276	1476187 Geum laciniatum 		 Rosaceae	Alfred E. Schuyler	2186: 07/28/1960
437277	1476188 Potentilla argentea 		 Rosaceae	Alfred E. Schuyler	2032: 06/15/1960
437278	1476189 Epilobium leptophyllum 		 Onagraceae	Alfred E. Schuyler	2266: 08/25/1960
437279	1476190 Oenothera biennis 		 Onagraceae	Alfred E. Schuyler	2162: 07/21/1960
437280	1476191 Calopogon tuberosus 		 Orchidaceae	Alfred E. Schuyler	2118: 07/08/1960
437281	1476192 Pogonia ophioglossoides 		 Orchidaceae	Alfred E. Schuyler	2117: 07/08/1960
437282	1476193 Polygonum aviculare 		 Polygonaceae	Alfred E. Schuyler	2239: 08/24/1960
437283	1476194 Persicaria hydropiper 		 Polygonaceae	Alfred E. Schuyler	2256: 08/25/1960
437284	1476195 Persicaria lapathifolia 		 Polygonaceae	Alfred E. Schuyler	2246: 08/24/1960
437285	1476196 Persicaria pensylvanica 		 Polygonaceae	Alfred E. Schuyler	2288: 08/29/1960
437341	1476197 Dioscorea villosa 		 Dioscoreaceae	Alfred E. Schuyler	2111: 07/08/1960
437342	1476198 Equisetum arvense 		 Equisetaceae	Alfred E. Schuyler	2176: 07/22/1960
437343	1476199 Equisetum fluviatile 		 Equisetaceae	Alfred E. Schuyler	2066: 06/17/1960
437344	1476200 Equisetum hyemale 		 Equisetaceae	Alfred E. Schuyler	2080: 06/18/1960
437345	1476201 Equisetum variegatum 		 Equisetaceae	Alfred E. Schuyler	2132: 07/11/1960
437346	1476202 Lepidium densiflorum 		 Brassicaceae	Alfred E. Schuyler	2026: 06/15/1960
437347	1476203 Sisymbrium officinale 		 Brassicaceae	Alfred E. Schuyler	2235: 08/25/1960
437348	1476204 Silene dichotoma 		 Caryophyllaceae	Alfred E. Schuyler	2062: 06/17/1960
437349	1476205 Stellaria graminea 		 Caryophyllaceae	Alfred E. Schuyler	2023: 06/15/1960
437350	1476206 Silene latifolia 		 Caryophyllaceae	Alfred E. Schuyler	2081: 06/18/1960
437351	1476207 Stellaria graminea 		 Caryophyllaceae	Alfred E. Schuyler	2091: 06/21/1960
437352	1476208 Stellaria media 		 Caryophyllaceae	Alfred E. Schuyler	2092: 06/21/1960
437353	1476209 Atriplex patula 		 Amaranthaceae	Alfred E. Schuyler	2244: 08/24/1960
437354	1476210 Sagittaria latifolia 		 Alismataceae	Alfred E. Schuyler	2284: 08/29/1960
437355	1476211 Alisma subcordatum 		 Alismataceae	Alfred E. Schuyler	2285: 08/29/1960
437356	1476212 Amaranthus powellii 		 Amaranthaceae	Alfred E. Schuyler	2232: 08/24/1960
437357	1476213 Acorus americanus 		 Acoraceae	Alfred E. Schuyler	2148: 07/14/1960
437358	1476214 Echinocystis lobata 		 Cucurbitaceae	Alfred E. Schuyler	2204: 08/22/1960
437359	1476215 Impatiens capensis 		 Balsaminaceae	Alfred E. Schuyler	2270: 08/25/1960
437360	1476216 Impatiens capensis 		 Balsaminaceae	Alfred E. Schuyler	2203: 08/22/1960
437361	1476217 Impatiens pallida 		 Balsaminaceae	Alfred E. Schuyler	2139: 07/12/1960
437362	1476218 Campanula rotundifolia 		 Campanulaceae	Alfred E. Schuyler	2196: 07/28/1960
437363	1476219 Campanula aparinoides 		 Campanulaceae	Alfred E. Schuyler	2263: 08/25/1960
437364	1476220 Lobelia kalmii 		 Campanulaceae	Alfred E. Schuyler	2219: 08/23/1960
437365	1476221 Euphorbia corollata 		 Euphorbiaceae	Alfred E. Schuyler	2280: 08/29/1960
437366	1476222 Euphorbia corollata 		 Euphorbiaceae	Alfred E. Schuyler	2281: 08/29/1960
437367	1476223 Allium canadense 		 Alliaceae	Alfred E. Schuyler	2090: 06/21/1960
437368	1005575 Lilium michiganense 		 Liliaceae	Alfred E. Schuyler	2165: 07/21/1960
437370	1476225 Cuscuta gronovii 		 Convolvulaceae	Alfred E. Schuyler	2292: 08/29/1960
437371	1476226 Barbarea vulgaris 		 Brassicaceae	Alfred E. Schuyler	2167: 07/21/1960
437372	1476227 Lonicera canadensis 		 Caprifoliaceae	Alfred E. Schuyler	2192: 07/28/1960
437373	1476228 Eleocharis elliptica 		 Cyperaceae	Alfred E. Schuyler	2172: 07/22/1960
437374	1476229 Eleocharis erythropoda 		 Cyperaceae	Alfred E. Schuyler	2154: 07/15/1960
437375	1476230 Eleocharis erythropoda 		 Cyperaceae	Alfred E. Schuyler	2147: 07/12/1960
437376	1476231 Cyperus esculentus 		 Cyperaceae	Alfred E. Schuyler	2227: 08/24/1960
437377	1476232 Cyperus strigosus 		 Cyperaceae	Alfred E. Schuyler	2188: 07/28/1960
437378	1476233 Carex vulpinoidea 		 Cyperaceae	Alfred E. Schuyler	2140: 07/12/1960
431495	1464955 Heuchera americana 		 Saxifragaceae	John Wright	s.n.: 06/19/1838
431632	1479320 Cornus canadensis 		 Cornaceae	A.H. Winchell	s.n.: 00/00/1862
431633	1473816 Cornus canadensis 		 Cornaceae	Robert Wolcott	s.n.: 06/10/1891
431634	1473817 Cornus canadensis 		 Cornaceae	Robert Wolcott	s.n.: 06/11/1891
431678	1473901 Cornus florida 		 Cornaceae	Peter W. Fritsch	141: 05/03/1986
431733	1473895 Cornus florida 		 Cornaceae	Carl O. Erlanson	873: 10/01/1924
431734	1491601 Cornus florida 		 Cornaceae	Lewis E. Foote	s.n.: 05/23/1862
431735	1473905 Cornus florida 		 Cornaceae	Carl O. Grassl	4912: 04/20/1933
431736	1473927 Cornus florida 		 Cornaceae	Carl O. Grassl	5292: 05/23/1933
431737	1473889 Cornus florida 		 Cornaceae	Mark W. Harrington	s.n.: 00/00/1869
431738	1473938 Cornus florida 		 Cornaceae	Carl D. LaRue	s.n.: 05/24/1915
431739	1473910 Cornus florida 		 Cornaceae	Carl D. LaRue	s.n.: 09/16/1917
431740	1473896 Cornus florida 		 Cornaceae	Miss E. Penfield	s.n.: 05/26/1909
431741	1473898 Cornus florida 		 Cornaceae	A.J. Pieters	444: 05/12/1894
431742	 Cornus florida 		 Cornaceae	C. Marvin Rogers	3512: 05/07/1946
431481	 Heuchera americana 		 Saxifragaceae	Oliver A. Farwell	8214: 08/20/1928
431482	1474072 Heuchera americana 		 Saxifragaceae	Lewis E. Foote	s.n.: 06/13/1862
437380	1476235 Carex retrorsa 		 Cyperaceae	Alfred E. Schuyler	2159: 07/15/1960
437381	1476236 Carex retrorsa 		 Cyperaceae	Alfred E. Schuyler	2159: 07/12/1960
437383	1476238 Carex leptalea 		 Cyperaceae	Alfred E. Schuyler	2067: 06/17/1960
437384	1476239 Carex prairea 		 Cyperaceae	Alfred E. Schuyler	2048: 06/16/1960
437385	1476240 Carex lacustris 		 Cyperaceae	Alfred E. Schuyler	2083: 06/18/1960
437386	1476241 Carex interior 		 Cyperaceae	Alfred E. Schuyler	2068: 06/17/1960
437387	1476242 Carex hystericina 		 Cyperaceae	Alfred E. Schuyler	2085: 06/21/1960
437388	1476243 Carex hystericina 		 Cyperaceae	Alfred E. Schuyler	2142: 07/12/1960
437389	1476244 Carex comosa 		 Cyperaceae	Alfred E. Schuyler	2151: 07/14/1960
437390	1476245 Dasiphora fruticosa 		 Rosaceae	James E. Perley	161: 06/02/1959
437392	1476247 Potentilla inclinata 		 Rosaceae	James E. Perley	265: 06/15/1959
437393	1476248 Potentilla recta 		 Rosaceae	James E. Perley	266: 06/15/1959
437394	1476249 Rubus pubescens 		 Rosaceae	James E. Perley	383: 07/03/1959
437395	1476250 Dasiphora fruticosa 		 Rosaceae	James E. Perley	380: 07/03/1959
437396	1476251 Geum canadense 		 Rosaceae	James E. Perley	321: 06/18/1959
437397	1476252 Agrimonia parviflora 		 Rosaceae	James E. Perley	552: 07/31/1959
437398	1476253 Crataegus crus-galli 		 Rosaceae	James E. Perley	362: 07/02/1959
437399	1476254 Geum canadense 		 Rosaceae	Alfred E. Schuyler	2158: 07/15/1960
